proj	ts	deg	stage	art	seq	rid	pass	cls	esc	rat
assistente-pessoal	2026-09-04T19:36:00Z	0	code-review	data-export-phase-1-the-dump-and-its-guard	1	R-COH-CALLER-DRIFT	1	blocking	0	-
assistente-pessoal	2026-09-04T19:36:00Z	0	code-review	data-export-phase-1-the-dump-and-its-guard	1	R-COH-CONFIG-DANGLING	1	blocking	0	-
assistente-pessoal	2026-09-04T19:36:00Z	0	code-review	data-export-phase-1-the-dump-and-its-guard	1	R-COH-DEAD-IMPORT	1	blocking	0	-
assistente-pessoal	2026-09-04T19:36:00Z	0	code-review	data-export-phase-1-the-dump-and-its-guard	1	R-COH-REGISTRY-MISSING	1	blocking	0	-
assistente-pessoal	2026-09-04T19:36:00Z	0	code-review	data-export-phase-1-the-dump-and-its-guard	1	R-COH-TASK-CONTRADICTION	1	blocking	0	-
assistente-pessoal	2026-09-04T19:36:00Z	0	code-review	data-export-phase-1-the-dump-and-its-guard	1	R-L1	1	blocking	0	-
assistente-pessoal	2026-09-04T19:36:00Z	0	code-review	data-export-phase-1-the-dump-and-its-guard	1	R-L2	1	blocking	0	-
assistente-pessoal	2026-09-04T19:36:00Z	0	code-review	data-export-phase-1-the-dump-and-its-guard	1	R-L3	1	blocking	0	-
assistente-pessoal	2026-09-04T19:36:00Z	0	code-review	data-export-phase-1-the-dump-and-its-guard	1	R-S1	1	blocking	0	-
assistente-pessoal	2026-09-04T19:36:00Z	0	code-review	data-export-phase-1-the-dump-and-its-guard	1	R-S2	1	blocking	0	-
assistente-pessoal	2026-09-04T19:36:00Z	0	code-review	data-export-phase-1-the-dump-and-its-guard	1	R-S3	1	blocking	0	-
assistente-pessoal	2026-09-04T19:36:00Z	0	code-review	data-export-phase-1-the-dump-and-its-guard	1	R-SEM	1	blocking	0	-
assistente-pessoal	2026-09-04T19:36:00Z	0	code-review	data-export-phase-1-the-dump-and-its-guard	1	R-X	1	blocking	0	-
assistente-pessoal	2026-09-04T20:24:00Z	0	code-review	data-export-phase-2-the-calendar-file	1	R-COH-CALLER-DRIFT	1	blocking	0	-
assistente-pessoal	2026-09-04T20:24:00Z	0	code-review	data-export-phase-2-the-calendar-file	1	R-COH-CONFIG-DANGLING	1	blocking	0	-
assistente-pessoal	2026-09-04T20:24:00Z	0	code-review	data-export-phase-2-the-calendar-file	1	R-COH-DEAD-IMPORT	1	blocking	0	-
assistente-pessoal	2026-09-04T20:24:00Z	0	code-review	data-export-phase-2-the-calendar-file	1	R-COH-REGISTRY-MISSING	1	blocking	0	-
assistente-pessoal	2026-09-04T20:24:00Z	0	code-review	data-export-phase-2-the-calendar-file	1	R-COH-TASK-CONTRADICTION	1	blocking	0	-
assistente-pessoal	2026-09-04T20:24:00Z	0	code-review	data-export-phase-2-the-calendar-file	1	R-L1	1	blocking	0	-
assistente-pessoal	2026-09-04T20:24:00Z	0	code-review	data-export-phase-2-the-calendar-file	1	R-L2	1	blocking	0	-
assistente-pessoal	2026-09-04T20:24:00Z	0	code-review	data-export-phase-2-the-calendar-file	1	R-L3	1	blocking	0	-
assistente-pessoal	2026-09-04T20:24:00Z	0	code-review	data-export-phase-2-the-calendar-file	1	R-S1	1	blocking	0	-
assistente-pessoal	2026-09-04T20:24:00Z	0	code-review	data-export-phase-2-the-calendar-file	1	R-S2	1	blocking	0	-
assistente-pessoal	2026-09-04T20:24:00Z	0	code-review	data-export-phase-2-the-calendar-file	1	R-S3	1	blocking	0	-
assistente-pessoal	2026-09-04T20:24:00Z	0	code-review	data-export-phase-2-the-calendar-file	1	R-SEM	1	blocking	0	-
assistente-pessoal	2026-09-04T20:24:00Z	0	code-review	data-export-phase-2-the-calendar-file	1	R-X	1	blocking	0	-
assistente-pessoal	2026-09-05T11:40:00Z	0	code-review	data-export-phase-3-the-button	1	R-COH-CALLER-DRIFT	1	blocking	0	-
assistente-pessoal	2026-09-05T11:40:00Z	0	code-review	data-export-phase-3-the-button	1	R-COH-CONFIG-DANGLING	1	blocking	0	-
assistente-pessoal	2026-09-05T11:40:00Z	0	code-review	data-export-phase-3-the-button	1	R-COH-DEAD-IMPORT	1	blocking	0	-
assistente-pessoal	2026-09-05T11:40:00Z	0	code-review	data-export-phase-3-the-button	1	R-COH-REGISTRY-MISSING	1	blocking	0	-
assistente-pessoal	2026-09-05T11:40:00Z	0	code-review	data-export-phase-3-the-button	1	R-COH-TASK-CONTRADICTION	1	blocking	0	-
assistente-pessoal	2026-09-05T11:40:00Z	0	code-review	data-export-phase-3-the-button	1	R-L1	1	blocking	0	-
assistente-pessoal	2026-09-05T11:40:00Z	0	code-review	data-export-phase-3-the-button	1	R-L2	1	blocking	0	-
assistente-pessoal	2026-09-05T11:40:00Z	0	code-review	data-export-phase-3-the-button	1	R-L3	0	blocking	0	-
assistente-pessoal	2026-09-05T11:40:00Z	0	code-review	data-export-phase-3-the-button	1	R-S1	1	blocking	0	-
assistente-pessoal	2026-09-05T11:40:00Z	0	code-review	data-export-phase-3-the-button	1	R-S2	1	blocking	0	-
assistente-pessoal	2026-09-05T11:40:00Z	0	code-review	data-export-phase-3-the-button	1	R-S3	1	blocking	0	-
assistente-pessoal	2026-09-05T11:40:00Z	0	code-review	data-export-phase-3-the-button	1	R-SEM	1	blocking	0	-
assistente-pessoal	2026-09-05T11:40:00Z	0	code-review	data-export-phase-3-the-button	1	R-X	1	blocking	0	-
assistente-pessoal	2026-09-05T11:55:00Z	0	code-review	data-export-phase-3-the-button	2	R-COH-CALLER-DRIFT	1	blocking	0	-
assistente-pessoal	2026-09-05T11:55:00Z	0	code-review	data-export-phase-3-the-button	2	R-COH-CONFIG-DANGLING	1	blocking	0	-
assistente-pessoal	2026-09-05T11:55:00Z	0	code-review	data-export-phase-3-the-button	2	R-COH-DEAD-IMPORT	1	blocking	0	-
assistente-pessoal	2026-09-05T11:55:00Z	0	code-review	data-export-phase-3-the-button	2	R-COH-REGISTRY-MISSING	1	blocking	0	-
assistente-pessoal	2026-09-05T11:55:00Z	0	code-review	data-export-phase-3-the-button	2	R-COH-TASK-CONTRADICTION	1	blocking	0	-
assistente-pessoal	2026-09-05T11:55:00Z	0	code-review	data-export-phase-3-the-button	2	R-L1	1	blocking	0	-
assistente-pessoal	2026-09-05T11:55:00Z	0	code-review	data-export-phase-3-the-button	2	R-L2	1	blocking	0	-
assistente-pessoal	2026-09-05T11:55:00Z	0	code-review	data-export-phase-3-the-button	2	R-L3	1	blocking	0	-
assistente-pessoal	2026-09-05T11:55:00Z	0	code-review	data-export-phase-3-the-button	2	R-S1	1	blocking	0	-
assistente-pessoal	2026-09-05T11:55:00Z	0	code-review	data-export-phase-3-the-button	2	R-S2	1	blocking	0	-
assistente-pessoal	2026-09-05T11:55:00Z	0	code-review	data-export-phase-3-the-button	2	R-S3	1	blocking	0	-
assistente-pessoal	2026-09-05T11:55:00Z	0	code-review	data-export-phase-3-the-button	2	R-SEM	1	blocking	0	-
assistente-pessoal	2026-09-05T11:55:00Z	0	code-review	data-export-phase-3-the-button	2	R-X	1	blocking	0	-
assistente-pessoal	2026-09-07T02:29:50Z	0	code-review	data-export-phase-4-the-unattended-copy	1	R-COH-CALLER-DRIFT	1	blocking	0	-
assistente-pessoal	2026-09-07T02:29:50Z	0	code-review	data-export-phase-4-the-unattended-copy	1	R-COH-CONFIG-DANGLING	1	blocking	0	-
assistente-pessoal	2026-09-07T02:29:50Z	0	code-review	data-export-phase-4-the-unattended-copy	1	R-COH-DEAD-IMPORT	1	blocking	0	-
assistente-pessoal	2026-09-07T02:29:50Z	0	code-review	data-export-phase-4-the-unattended-copy	1	R-COH-REGISTRY-MISSING	1	blocking	0	-
assistente-pessoal	2026-09-07T02:29:50Z	0	code-review	data-export-phase-4-the-unattended-copy	1	R-COH-TASK-CONTRADICTION	1	blocking	0	-
assistente-pessoal	2026-09-07T02:29:50Z	0	code-review	data-export-phase-4-the-unattended-copy	1	R-L1	1	blocking	0	-
assistente-pessoal	2026-09-07T02:29:50Z	0	code-review	data-export-phase-4-the-unattended-copy	1	R-L2	1	blocking	0	-
assistente-pessoal	2026-09-07T02:29:50Z	0	code-review	data-export-phase-4-the-unattended-copy	1	R-L3	1	blocking	0	-
assistente-pessoal	2026-09-07T02:29:50Z	0	code-review	data-export-phase-4-the-unattended-copy	1	R-S1	1	blocking	0	-
assistente-pessoal	2026-09-07T02:29:50Z	0	code-review	data-export-phase-4-the-unattended-copy	1	R-S2	1	blocking	0	-
assistente-pessoal	2026-09-07T02:29:50Z	0	code-review	data-export-phase-4-the-unattended-copy	1	R-S3	1	blocking	0	-
assistente-pessoal	2026-09-07T02:29:50Z	0	code-review	data-export-phase-4-the-unattended-copy	1	R-SEM	0	blocking	0	-
assistente-pessoal	2026-09-07T02:29:50Z	0	code-review	data-export-phase-4-the-unattended-copy	1	R-X	1	blocking	0	-
assistente-pessoal	2026-09-07T02:45:00Z	0	code-review	data-export-phase-4-the-unattended-copy	2	R-COH-CALLER-DRIFT	1	blocking	0	-
assistente-pessoal	2026-09-07T02:45:00Z	0	code-review	data-export-phase-4-the-unattended-copy	2	R-COH-CONFIG-DANGLING	1	blocking	0	-
assistente-pessoal	2026-09-07T02:45:00Z	0	code-review	data-export-phase-4-the-unattended-copy	2	R-COH-DEAD-IMPORT	1	blocking	0	-
assistente-pessoal	2026-09-07T02:45:00Z	0	code-review	data-export-phase-4-the-unattended-copy	2	R-COH-REGISTRY-MISSING	1	blocking	0	-
assistente-pessoal	2026-09-07T02:45:00Z	0	code-review	data-export-phase-4-the-unattended-copy	2	R-COH-TASK-CONTRADICTION	1	blocking	0	-
assistente-pessoal	2026-09-07T02:45:00Z	0	code-review	data-export-phase-4-the-unattended-copy	2	R-L1	1	blocking	0	-
assistente-pessoal	2026-09-07T02:45:00Z	0	code-review	data-export-phase-4-the-unattended-copy	2	R-L2	1	blocking	0	-
assistente-pessoal	2026-09-07T02:45:00Z	0	code-review	data-export-phase-4-the-unattended-copy	2	R-L3	1	blocking	0	-
assistente-pessoal	2026-09-07T02:45:00Z	0	code-review	data-export-phase-4-the-unattended-copy	2	R-S1	1	blocking	0	-
assistente-pessoal	2026-09-07T02:45:00Z	0	code-review	data-export-phase-4-the-unattended-copy	2	R-S2	1	blocking	0	-
assistente-pessoal	2026-09-07T02:45:00Z	0	code-review	data-export-phase-4-the-unattended-copy	2	R-S3	1	blocking	0	-
assistente-pessoal	2026-09-07T02:45:00Z	0	code-review	data-export-phase-4-the-unattended-copy	2	R-SEM	1	blocking	0	-
assistente-pessoal	2026-09-07T02:45:00Z	0	code-review	data-export-phase-4-the-unattended-copy	2	R-X	1	blocking	0	-
assistente-pessoal	2026-09-03T18:06:34Z	0	code-review	google-calendar-read-phase-4-the-day-whole	1	R-L1	-	blocking	0	-
assistente-pessoal	2026-09-03T18:06:34Z	0	code-review	google-calendar-read-phase-4-the-day-whole	1	R-L2	-	blocking	0	-
assistente-pessoal	2026-09-03T18:06:34Z	0	code-review	google-calendar-read-phase-4-the-day-whole	1	R-L3	-	blocking	0	-
assistente-pessoal	2026-09-03T18:06:34Z	0	code-review	google-calendar-read-phase-4-the-day-whole	1	R-S1	1	blocking	0	-
assistente-pessoal	2026-09-03T18:06:34Z	0	code-review	google-calendar-read-phase-4-the-day-whole	1	R-S2	1	blocking	0	-
assistente-pessoal	2026-09-03T18:06:34Z	0	code-review	google-calendar-read-phase-4-the-day-whole	1	R-S3	1	blocking	0	-
assistente-pessoal	2026-09-03T18:06:34Z	0	code-review	google-calendar-read-phase-4-the-day-whole	1	R-SEM	0	blocking	0	-
assistente-pessoal	2026-09-03T18:06:34Z	0	code-review	google-calendar-read-phase-4-the-day-whole	1	R-X	0	blocking	0	-
assistente-pessoal	2026-09-07T20:25:48Z	0	code-review	push-channel-proven-phase-1-push-send-spike	1	R-COH-CALLER-DRIFT	1	blocking	0	-
assistente-pessoal	2026-09-07T20:25:48Z	0	code-review	push-channel-proven-phase-1-push-send-spike	1	R-COH-CONFIG-DANGLING	1	blocking	0	-
assistente-pessoal	2026-09-07T20:25:48Z	0	code-review	push-channel-proven-phase-1-push-send-spike	1	R-COH-DEAD-IMPORT	1	blocking	0	-
assistente-pessoal	2026-09-07T20:25:48Z	0	code-review	push-channel-proven-phase-1-push-send-spike	1	R-COH-OTHER-INTERNAL-CONTRADICTION	0	blocking	0	-
assistente-pessoal	2026-09-07T20:25:48Z	0	code-review	push-channel-proven-phase-1-push-send-spike	1	R-COH-REGISTRY-MISSING	1	blocking	0	-
assistente-pessoal	2026-09-07T20:25:48Z	0	code-review	push-channel-proven-phase-1-push-send-spike	1	R-COH-TASK-CONTRADICTION	1	blocking	0	-
assistente-pessoal	2026-09-07T20:25:48Z	0	code-review	push-channel-proven-phase-1-push-send-spike	1	R-L1	1	blocking	0	-
assistente-pessoal	2026-09-07T20:25:48Z	0	code-review	push-channel-proven-phase-1-push-send-spike	1	R-L2	1	blocking	0	-
assistente-pessoal	2026-09-07T20:25:48Z	0	code-review	push-channel-proven-phase-1-push-send-spike	1	R-L3	1	blocking	0	-
assistente-pessoal	2026-09-07T20:25:48Z	0	code-review	push-channel-proven-phase-1-push-send-spike	1	R-S1	1	blocking	0	-
